Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,RequestHour,Car Availability,TimeSlot
3916,City,101.0,Trip Completed,2016-07-13 22:08:13,2016-07-13 23:22:35,22,Available,Night
4514,City,101.0,Trip Completed,2016-07-14 09:16:24,2016-07-14 10:16:38,9,Available,Early Morning
6604,City,101.0,Trip Completed,2016-07-15 21:42:04,2016-07-15 22:19:18,21,Available,Late Evening
373,Airport,102.0,Trip Completed,2016-07-11 08:09:00,2016-07-11 08:09:00,8,Available,Early Morning
1338,Airport,102.0,Trip Completed,2016-07-11 23:23:00,2016-07-11 23:23:00,23,Available,Night
1830,City,102.0,Trip Completed,2016-07-12 09:33:00,2016-07-12 09:33:00,9,Available,Early Morning
2274,City,102.0,Trip Completed,2016-07-12 18:33:00,2016-07-12 18:33:00,18,Available,Late Evening
3224,Airport,102.0,Trip Completed,2016-07-13 09:52:22,2016-07-13 10:28:33,9,Available,Early Morning
5321,City,102.0,Trip Completed,2016-07-14 22:09:50,2016-07-14 22:46:06,22,Available,Night
5520,City,102.0,Trip Completed,2016-07-15 05:17:46,2016-07-15 06:01:41,5,Available,Early Morning
5842,City,102.0,Trip Completed,2016-07-15 09:04:30,2016-07-15 09:53:01,9,Available,Early Morning
6429,Airport,102.0,Trip Completed,2016-07-15 19:49:10,2016-07-15 20:34:01,19,Available,Late Evening
6704,Airport,102.0,Trip Completed,2016-07-15 22:58:01,2016-07-15 23:59:35,22,Available,Night
2057,Airport,103.0,Trip Completed,2016-07-12 15:02:00,2016-07-12 15:02:00,15,Available,Noon
3723,Airport,103.0,Trip Completed,2016-07-13 20:03:45,2016-07-13 20:57:08,20,Available,Late Evening
4492,City,103.0,Trip Completed,2016-07-14 09:01:49,2016-07-14 10:05:11,9,Available,Early Morning
5153,Airport,103.0,Trip Completed,2016-07-14 20:29:19,2016-07-14 21:38:20,20,Available,Late Evening
6531,City,103.0,Trip Completed,2016-07-15 20:49:25,2016-07-15 21:27:36,20,Available,Late Evening
521,City,104.0,Trip Completed,2016-07-11 09:48:00,2016-07-11 09:48:00,9,Available,Early Morning
1850,City,104.0,Trip Completed,2016-07-12 09:45:00,2016-07-12 09:45:00,9,Available,Early Morning
2851,Airport,104.0,Trip Completed,2016-07-13 05:31:53,2016-07-13 06:39:33,5,Available,Early Morning
5380,Airport,104.0,Trip Completed,2016-07-14 23:50:28,2016-07-15 00:39:55,23,Available,Night
5917,Airport,104.0,Trip Completed,2016-07-15 10:04:16,2016-07-15 10:54:15,10,Available,Noon
148,Airport,105.0,Trip Completed,2016-07-11 05:36:00,2016-07-11 05:36:00,5,Available,Early Morning
1113,City,105.0,Trip Completed,2016-07-11 20:18:00,2016-07-11 20:18:00,20,Available,Late Evening
1758,Airport,105.0,Trip Completed,2016-07-12 08:44:00,2016-07-12 08:44:00,8,Available,Early Morning
2395,Airport,105.0,Trip Completed,2016-07-12 19:55:00,2016-07-12 19:55:00,19,Available,Late Evening
2708,Airport,105.0,Trip Completed,2016-07-13 01:22:32,2016-07-13 02:35:10,1,Available,Dawn
2995,City,105.0,Trip Completed,2016-07-13 07:07:32,2016-07-13 08:08:45,7,Available,Early Morning
3993,City,105.0,Trip Completed,2016-07-13 23:31:47,2016-07-14 00:14:14,23,Available,Night
4724,City,105.0,Trip Completed,2016-07-14 13:52:36,2016-07-14 14:29:40,13,Available,Noon
5144,Airport,105.0,Trip Completed,2016-07-14 20:21:02,2016-07-14 21:16:51,20,Available,Late Evening
5572,City,105.0,Trip Completed,2016-07-15 05:46:37,2016-07-15 06:40:01,5,Available,Early Morning
5740,Airport,105.0,Trip Completed,2016-07-15 07:50:35,2016-07-15 08:58:39,7,Available,Early Morning
5938,City,105.0,Trip Completed,2016-07-15 10:16:24,2016-07-15 11:06:42,10,Available,Noon
6299,City,105.0,Trip Completed,2016-07-15 18:25:54,2016-07-15 19:07:36,18,Available,Late Evening
6695,Airport,105.0,Trip Completed,2016-07-15 22:45:03,2016-07-16 00:02:06,22,Available,Night
507,Airport,106.0,Trip Completed,2016-07-11 09:40:00,2016-07-11 09:40:00,9,Available,Early Morning
1135,Airport,106.0,Trip Completed,2016-07-11 20:37:00,2016-07-11 20:37:00,20,Available,Late Evening
1479,City,106.0,Trip Completed,2016-07-12 05:16:00,2016-07-12 05:16:00,5,Available,Early Morning
3275,City,106.0,Trip Completed,2016-07-13 10:39:32,2016-07-13 11:39:21,10,Available,Noon
4078,City,106.0,Trip Completed,2016-07-14 02:10:33,2016-07-14 03:05:32,2,Available,Dawn
4176,Airport,106.0,Trip Completed,2016-07-14 05:18:01,2016-07-14 06:01:38,5,Available,Early Morning
4776,City,106.0,Trip Completed,2016-07-14 16:16:30,2016-07-14 17:31:10,16,Available,Noon
4899,Airport,106.0,Trip Completed,2016-07-14 18:02:51,2016-07-14 19:01:55,18,Available,Late Evening
35,City,107.0,Trip Completed,2016-07-11 02:36:00,2016-07-11 02:36:00,2,Available,Dawn
161,Airport,107.0,Trip Completed,2016-07-11 05:36:00,2016-07-11 05:36:00,5,Available,Early Morning
831,Airport,107.0,Trip Completed,2016-07-11 17:30:00,2016-07-11 17:30:00,17,Available,Late Evening
1080,Airport,107.0,Trip Completed,2016-07-11 19:59:00,2016-07-11 19:59:00,19,Available,Late Evening
2496,City,107.0,Trip Completed,2016-07-12 20:53:00,2016-07-12 20:53:00,20,Available,Late Evening
3141,City,107.0,Trip Completed,2016-07-13 08:58:47,2016-07-13 09:28:32,8,Available,Early Morning
3297,City,107.0,Trip Completed,2016-07-13 11:37:32,2016-07-13 12:14:07,11,Available,Noon
3602,Airport,107.0,Trip Completed,2016-07-13 18:40:02,2016-07-13 19:13:36,18,Available,Late Evening
4150,City,107.0,Trip Completed,2016-07-14 04:51:03,2016-07-14 05:50:07,4,Available,Dawn
4361,City,107.0,Trip Completed,2016-07-14 07:29:29,2016-07-14 08:28:35,7,Available,Early Morning
4642,City,107.0,Trip Completed,2016-07-14 11:44:26,2016-07-14 12:41:11,11,Available,Noon
4752,City,107.0,Trip Completed,2016-07-14 15:19:35,2016-07-14 16:11:37,15,Available,Noon
4849,City,107.0,Trip Completed,2016-07-14 17:39:27,2016-07-14 18:44:26,17,Available,Late Evening
6199,City,107.0,Trip Completed,2016-07-15 17:25:23,2016-07-15 18:19:03,17,Available,Late Evening
241,City,108.0,Trip Completed,2016-07-11 06:31:00,2016-07-11 06:31:00,6,Available,Early Morning
1339,Airport,108.0,Trip Completed,2016-07-11 23:25:00,2016-07-11 23:25:00,23,Available,Night
1454,City,108.0,Trip Completed,2016-07-12 04:54:00,2016-07-12 04:54:00,4,Available,Dawn
4342,City,108.0,Trip Completed,2016-07-14 07:17:09,2016-07-14 08:15:45,7,Available,Early Morning
6766,City,108.0,Trip Completed,2016-07-15 00:06:56,2016-07-15 01:10:34,0,Available,Dawn
6213,City,108.0,Trip Completed,2016-07-15 17:30:09,2016-07-15 18:32:51,17,Available,Late Evening
41,City,109.0,Trip Completed,2016-07-11 02:47:00,2016-07-11 02:47:00,2,Available,Dawn
279,Airport,109.0,Trip Completed,2016-07-11 06:58:00,2016-07-11 06:58:00,6,Available,Early Morning
952,City,109.0,Trip Completed,2016-07-11 18:39:00,2016-07-11 18:39:00,18,Available,Late Evening
1200,Airport,109.0,Trip Completed,2016-07-11 21:13:00,2016-07-11 21:13:00,21,Available,Late Evening
1775,City,109.0,Trip Completed,2016-07-12 08:57:00,2016-07-12 08:57:00,8,Available,Early Morning
1953,Airport,109.0,Trip Completed,2016-07-12 11:38:00,2016-07-12 11:38:00,11,Available,Noon
3270,City,109.0,Trip Completed,2016-07-13 10:28:01,2016-07-13 11:04:59,10,Available,Noon
3497,Airport,109.0,Trip Completed,2016-07-13 17:32:20,2016-07-13 18:27:42,17,Available,Late Evening
3897,Airport,109.0,Trip Completed,2016-07-13 22:00:50,2016-07-13 22:37:59,22,Available,Night
4601,City,109.0,Trip Completed,2016-07-14 10:13:30,2016-07-14 10:52:16,10,Available,Noon
4621,Airport,109.0,Trip Completed,2016-07-14 11:02:21,2016-07-14 11:46:14,11,Available,Noon
5061,City,109.0,Trip Completed,2016-07-14 19:29:16,2016-07-14 20:13:18,19,Available,Late Evening
5359,City,109.0,Trip Completed,2016-07-14 23:21:57,2016-07-15 00:24:00,23,Available,Night
6179,Airport,109.0,Trip Completed,2016-07-15 16:53:17,2016-07-15 18:08:57,16,Available,Noon
469,Airport,110.0,Trip Completed,2016-07-11 09:24:00,2016-07-11 09:24:00,9,Available,Early Morning
914,City,110.0,Trip Completed,2016-07-11 18:17:00,2016-07-11 18:17:00,18,Available,Late Evening
1386,Airport,110.0,Trip Completed,2016-07-12 01:30:00,2016-07-12 01:30:00,1,Available,Dawn
1935,City,110.0,Trip Completed,2016-07-12 11:16:00,2016-07-12 11:16:00,11,Available,Noon
3243,Airport,110.0,Trip Completed,2016-07-13 10:03:58,2016-07-13 10:46:44,10,Available,Noon
3449,City,110.0,Trip Completed,2016-07-13 16:52:29,2016-07-13 17:21:31,16,Available,Noon
4500,City,110.0,Trip Completed,2016-07-14 09:04:43,2016-07-14 10:09:11,9,Available,Early Morning
5328,Airport,110.0,Trip Completed,2016-07-14 22:10:37,2016-07-14 22:51:25,22,Available,Night
5576,City,110.0,Trip Completed,2016-07-15 05:53:20,2016-07-15 06:25:29,5,Available,Early Morning
6112,Airport,110.0,Trip Completed,2016-07-15 15:06:46,2016-07-15 16:12:22,15,Available,Noon
6438,Airport,110.0,Trip Completed,2016-07-15 19:54:08,2016-07-15 20:36:23,19,Available,Late Evening
707,Airport,111.0,Trip Completed,2016-07-11 14:17:00,2016-07-11 14:17:00,14,Available,Noon
1136,Airport,111.0,Trip Completed,2016-07-11 20:32:00,2016-07-11 20:32:00,20,Available,Late Evening
2961,Airport,111.0,Trip Completed,2016-07-13 06:48:57,2016-07-13 07:47:08,6,Available,Early Morning
3428,City,111.0,Trip Completed,2016-07-13 15:55:17,2016-07-13 16:45:19,15,Available,Noon
4045,Airport,111.0,Trip Completed,2016-07-14 00:56:22,2016-07-14 01:22:47,0,Available,Dawn
5399,City,111.0,Trip Completed,2016-07-15 00:58:19,2016-07-15 02:16:07,0,Available,Dawn
5730,City,111.0,Trip Completed,2016-07-15 07:50:12,2016-07-15 08:45:09,7,Available,Early Morning
180,Airport,112.0,Trip Completed,2016-07-11 05:48:00,2016-07-11 05:48:00,5,Available,Early Morning
1694,City,112.0,Trip Completed,2016-07-12 07:54:00,2016-07-12 07:54:00,7,Available,Early Morning
2294,City,112.0,Trip Completed,2016-07-12 18:47:00,2016-07-12 18:47:00,18,Available,Late Evening
3630,City,112.0,Trip Completed,2016-07-13 18:59:56,2016-07-13 19:59:30,18,Available,Late Evening
3978,City,112.0,Trip Completed,2016-07-13 23:18:14,2016-07-13 23:46:18,23,Available,Night
4426,City,112.0,Trip Completed,2016-07-14 08:21:49,2016-07-14 09:08:49,8,Available,Early Morning
5115,Airport,112.0,Trip Completed,2016-07-14 20:03:46,2016-07-14 21:08:12,20,Available,Late Evening
5558,Airport,112.0,Trip Completed,2016-07-15 05:32:12,2016-07-15 06:05:55,5,Available,Early Morning
5827,Airport,112.0,Trip Completed,2016-07-15 08:52:58,2016-07-15 09:29:41,8,Available,Early Morning
6063,Airport,112.0,Trip Completed,2016-07-15 13:48:53,2016-07-15 14:19:12,13,Available,Noon
6691,Airport,112.0,Trip Completed,2016-07-15 22:47:31,2016-07-16 00:01:05,22,Available,Night
170,City,113.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 05:45:00,5,Available,Early Morning
1326,Airport,113.0,Trip Completed,2016-07-11 23:06:00,2016-07-11 23:06:00,23,Available,Night
1476,City,113.0,Trip Completed,2016-07-12 05:16:00,2016-07-12 05:16:00,5,Available,Early Morning
2937,Airport,113.0,Trip Completed,2016-07-13 06:27:11,2016-07-13 07:15:24,6,Available,Early Morning
3973,City,113.0,Trip Completed,2016-07-13 22:58:36,2016-07-13 23:51:51,22,Available,Night
4644,City,113.0,Trip Completed,2016-07-14 11:47:32,2016-07-14 12:20:33,11,Available,Noon
5086,Airport,113.0,Trip Completed,2016-07-14 19:41:45,2016-07-14 21:02:52,19,Available,Late Evening
6572,Airport,113.0,Trip Completed,2016-07-15 21:11:01,2016-07-15 22:02:20,21,Available,Late Evening
6755,Airport,113.0,Trip Completed,2016-07-15 23:57:32,2016-07-16 01:09:24,23,Available,Night
1483,City,114.0,Trip Completed,2016-07-12 05:22:00,2016-07-12 05:22:00,5,Available,Early Morning
1844,City,114.0,Trip Completed,2016-07-12 09:40:00,2016-07-12 09:40:00,9,Available,Early Morning
2120,Airport,114.0,Trip Completed,2016-07-12 16:44:00,2016-07-12 16:44:00,16,Available,Noon
2411,City,114.0,Trip Completed,2016-07-12 20:04:00,2016-07-12 20:04:00,20,Available,Late Evening
2903,Airport,114.0,Trip Completed,2016-07-13 06:00:19,2016-07-13 06:40:37,6,Available,Early Morning
3289,City,114.0,Trip Completed,2016-07-13 11:06:44,2016-07-13 11:51:09,11,Available,Noon
3859,Airport,114.0,Trip Completed,2016-07-13 21:38:18,2016-07-13 22:28:35,21,Available,Late Evening
4313,City,114.0,Trip Completed,2016-07-14 06:49:43,2016-07-14 07:44:15,6,Available,Early Morning
5325,City,114.0,Trip Completed,2016-07-14 22:11:41,2016-07-14 23:12:36,22,Available,Night
5906,City,114.0,Trip Completed,2016-07-15 09:56:43,2016-07-15 10:29:00,9,Available,Early Morning
6049,City,114.0,Trip Completed,2016-07-15 13:27:33,2016-07-15 14:32:29,13,Available,Noon
664,Airport,115.0,Trip Completed,2016-07-11 12:58:00,2016-07-11 12:58:00,12,Available,Noon
750,City,115.0,Trip Completed,2016-07-11 15:52:00,2016-07-11 15:52:00,15,Available,Noon
1950,City,115.0,Trip Completed,2016-07-12 11:33:00,2016-07-12 11:33:00,11,Available,Noon
2989,Airport,115.0,Trip Completed,2016-07-13 07:08:16,2016-07-13 07:42:11,7,Available,Early Morning
3266,Airport,115.0,Trip Completed,2016-07-13 10:27:47,2016-07-13 11:19:30,10,Available,Noon
4358,Airport,115.0,Trip Completed,2016-07-14 07:25:12,2016-07-14 08:08:40,7,Available,Early Morning
4720,Airport,115.0,Trip Completed,2016-07-14 13:48:48,2016-07-14 14:41:09,13,Available,Noon
5019,City,115.0,Trip Completed,2016-07-14 19:07:33,2016-07-14 19:59:54,19,Available,Late Evening
5925,City,115.0,Trip Completed,2016-07-15 10:08:04,2016-07-15 10:32:39,10,Available,Noon
112,Airport,116.0,Trip Completed,2016-07-11 05:01:00,2016-07-11 05:01:00,5,Available,Early Morning
213,City,116.0,Trip Completed,2016-07-11 06:15:00,2016-07-11 06:15:00,6,Available,Early Morning
1818,Airport,116.0,Trip Completed,2016-07-12 09:29:00,2016-07-12 09:29:00,9,Available,Early Morning
2018,Airport,116.0,Trip Completed,2016-07-12 13:39:00,2016-07-12 13:39:00,13,Available,Noon
3231,Airport,116.0,Trip Completed,2016-07-13 09:57:52,2016-07-13 10:48:18,9,Available,Early Morning
3378,Airport,116.0,Trip Completed,2016-07-13 14:19:59,2016-07-13 14:58:52,14,Available,Noon
3896,City,116.0,Trip Completed,2016-07-13 21:55:01,2016-07-13 22:54:33,21,Available,Late Evening
4828,City,116.0,Trip Completed,2016-07-14 17:26:14,2016-07-14 17:59:47,17,Available,Late Evening
5944,City,116.0,Trip Completed,2016-07-15 10:23:18,2016-07-15 11:33:59,10,Available,Noon
6245,Airport,116.0,Trip Completed,2016-07-15 17:58:28,2016-07-15 18:57:00,17,Available,Late Evening
3957,City,117.0,Trip Completed,2016-07-13 22:42:16,2016-07-13 23:43:32,22,Available,Night
4066,Airport,117.0,Trip Completed,2016-07-14 01:56:01,2016-07-14 03:07:14,1,Available,Dawn
4691,City,117.0,Trip Completed,2016-07-14 13:01:57,2016-07-14 13:54:26,13,Available,Noon
6153,Airport,117.0,Trip Completed,2016-07-15 16:23:13,2016-07-15 17:33:03,16,Available,Noon
260,City,118.0,Trip Completed,2016-07-11 06:45:00,2016-07-11 06:45:00,6,Available,Early Morning
1077,Airport,118.0,Trip Completed,2016-07-11 19:55:00,2016-07-11 19:55:00,19,Available,Late Evening
1316,City,118.0,Trip Completed,2016-07-11 22:54:00,2016-07-11 22:54:00,22,Available,Night
1754,City,118.0,Trip Completed,2016-07-12 08:42:00,2016-07-12 08:42:00,8,Available,Early Morning
2086,City,118.0,Trip Completed,2016-07-12 15:44:00,2016-07-12 15:44:00,15,Available,Noon
3044,Airport,118.0,Trip Completed,2016-07-13 07:38:41,2016-07-13 08:19:23,7,Available,Early Morning
3295,City,118.0,Trip Completed,2016-07-13 11:32:01,2016-07-13 12:15:03,11,Available,Noon
3347,Airport,118.0,Trip Completed,2016-07-13 12:58:15,2016-07-13 13:54:49,12,Available,Noon
3801,Airport,118.0,Trip Completed,2016-07-13 20:59:37,2016-07-13 21:37:51,20,Available,Late Evening
4249,City,118.0,Trip Completed,2016-07-14 06:03:18,2016-07-14 06:57:26,6,Available,Early Morning
5096,Airport,118.0,Trip Completed,2016-07-14 19:52:09,2016-07-14 20:49:12,19,Available,Late Evening
5892,City,118.0,Trip Completed,2016-07-15 09:48:14,2016-07-15 10:46:16,9,Available,Early Morning
6281,Airport,118.0,Trip Completed,2016-07-15 18:16:59,2016-07-15 19:23:29,18,Available,Late Evening
6497,City,118.0,Trip Completed,2016-07-15 20:29:43,2016-07-15 21:15:32,20,Available,Late Evening
13,City,119.0,Trip Completed,2016-07-11 01:08:00,2016-07-11 01:08:00,1,Available,Dawn
1907,City,119.0,Trip Completed,2016-07-12 10:36:00,2016-07-12 10:36:00,10,Available,Noon
3074,City,119.0,Trip Completed,2016-07-13 08:03:34,2016-07-13 09:11:31,8,Available,Early Morning
3441,City,119.0,Trip Completed,2016-07-13 16:27:50,2016-07-13 17:43:04,16,Available,Noon
3651,City,119.0,Trip Completed,2016-07-13 19:13:47,2016-07-13 20:21:51,19,Available,Late Evening
4093,City,119.0,Trip Completed,2016-07-14 03:06:29,2016-07-14 04:03:44,3,Available,Dawn
4339,City,119.0,Trip Completed,2016-07-14 07:13:49,2016-07-14 07:50:21,7,Available,Early Morning
4753,City,119.0,Trip Completed,2016-07-14 15:18:12,2016-07-14 16:23:40,15,Available,Noon
5933,City,119.0,Trip Completed,2016-07-15 10:12:18,2016-07-15 11:01:40,10,Available,Noon
1184,City,120.0,Trip Completed,2016-07-11 21:01:00,2016-07-11 21:01:00,21,Available,Late Evening
1402,Airport,120.0,Trip Completed,2016-07-12 02:48:00,2016-07-12 02:48:00,2,Available,Dawn
1597,City,120.0,Trip Completed,2016-07-12 06:40:00,2016-07-12 06:40:00,6,Available,Early Morning
2702,City,120.0,Trip Completed,2016-07-13 01:12:24,2016-07-13 02:20:13,1,Available,Dawn
2996,City,120.0,Trip Completed,2016-07-13 07:13:58,2016-07-13 08:10:12,7,Available,Early Morning
4857,Airport,120.0,Trip Completed,2016-07-14 17:34:19,2016-07-14 18:25:16,17,Available,Late Evening
6661,City,120.0,Trip Completed,2016-07-15 22:20:23,2016-07-15 23:21:03,22,Available,Night
134,Airport,121.0,Trip Completed,2016-07-11 05:13:00,2016-07-11 05:13:00,5,Available,Early Morning
598,City,121.0,Trip Completed,2016-07-11 11:36:00,2016-07-11 11:36:00,11,Available,Noon
726,Airport,121.0,Trip Completed,2016-07-11 15:00:00,2016-07-11 15:00:00,15,Available,Noon
832,Airport,121.0,Trip Completed,2016-07-11 17:38:00,2016-07-11 17:38:00,17,Available,Late Evening
2065,City,121.0,Trip Completed,2016-07-12 15:06:00,2016-07-12 15:06:00,15,Available,Noon
2701,Airport,121.0,Trip Completed,2016-07-13 01:04:42,2016-07-13 01:52:45,1,Available,Dawn
3429,City,121.0,Trip Completed,2016-07-13 15:59:29,2016-07-13 16:58:03,15,Available,Noon
3645,City,121.0,Trip Completed,2016-07-13 19:07:39,2016-07-13 20:00:18,19,Available,Late Evening
4958,City,121.0,Trip Completed,2016-07-14 18:36:12,2016-07-14 19:46:51,18,Available,Late Evening
5474,City,121.0,Trip Completed,2016-07-15 04:45:24,2016-07-15 05:52:14,4,Available,Dawn
6088,City,121.0,Trip Completed,2016-07-15 14:29:35,2016-07-15 15:24:34,14,Available,Noon
6714,Airport,121.0,Trip Completed,2016-07-15 23:12:34,2016-07-16 00:04:20,23,Available,Night
1024,Airport,122.0,Trip Completed,2016-07-11 19:20:00,2016-07-11 19:20:00,19,Available,Late Evening
1452,City,122.0,Trip Completed,2016-07-12 04:52:00,2016-07-12 04:52:00,4,Available,Dawn
2507,City,122.0,Trip Completed,2016-07-12 21:05:00,2016-07-12 21:05:00,21,Available,Late Evening
3052,Airport,122.0,Trip Completed,2016-07-13 07:43:26,2016-07-13 08:53:01,7,Available,Early Morning
4702,Airport,122.0,Trip Completed,2016-07-14 13:13:14,2016-07-14 13:43:14,13,Available,Noon
4830,Airport,122.0,Trip Completed,2016-07-14 17:23:33,2016-07-14 18:36:07,17,Available,Late Evening
5920,Airport,122.0,Trip Completed,2016-07-15 10:06:21,2016-07-15 10:41:40,10,Available,Noon
533,Airport,123.0,Trip Completed,2016-07-11 09:55:00,2016-07-11 09:55:00,9,Available,Early Morning
1368,City,123.0,Trip Completed,2016-07-12 00:07:00,2016-07-12 00:07:00,0,Available,Dawn
2499,Airport,123.0,Trip Completed,2016-07-12 20:55:00,2016-07-12 20:55:00,20,Available,Late Evening
2962,City,123.0,Trip Completed,2016-07-13 06:47:53,2016-07-13 07:58:34,6,Available,Early Morning
3617,Airport,123.0,Trip Completed,2016-07-13 18:55:13,2016-07-13 20:07:29,18,Available,Late Evening
5370,City,123.0,Trip Completed,2016-07-14 23:43:29,2016-07-15 00:33:38,23,Available,Night
47,City,124.0,Trip Completed,2016-07-11 03:22:00,2016-07-11 03:22:00,3,Available,Dawn
270,City,124.0,Trip Completed,2016-07-11 06:54:00,2016-07-11 06:54:00,6,Available,Early Morning
1007,City,124.0,Trip Completed,2016-07-11 19:14:00,2016-07-11 19:14:00,19,Available,Late Evening
2372,City,124.0,Trip Completed,2016-07-12 19:35:00,2016-07-12 19:35:00,19,Available,Late Evening
3584,Airport,124.0,Trip Completed,2016-07-13 18:29:45,2016-07-13 19:37:39,18,Available,Late Evening
4645,Airport,124.0,Trip Completed,2016-07-14 11:45:40,2016-07-14 12:52:26,11,Available,Noon
5219,City,124.0,Trip Completed,2016-07-14 21:00:35,2016-07-14 22:05:19,21,Available,Late Evening
5559,Airport,124.0,Trip Completed,2016-07-15 05:39:41,2016-07-15 06:52:07,5,Available,Early Morning
631,Airport,125.0,Trip Completed,2016-07-11 12:19:00,2016-07-11 12:19:00,12,Available,Noon
775,City,125.0,Trip Completed,2016-07-11 16:29:00,2016-07-11 16:29:00,16,Available,Noon
1006,Airport,125.0,Trip Completed,2016-07-11 19:08:00,2016-07-11 19:08:00,19,Available,Late Evening
1995,City,125.0,Trip Completed,2016-07-12 12:51:00,2016-07-12 12:51:00,12,Available,Noon
2248,City,125.0,Trip Completed,2016-07-12 18:23:00,2016-07-12 18:23:00,18,Available,Late Evening
2540,Airport,125.0,Trip Completed,2016-07-12 21:15:00,2016-07-12 21:15:00,21,Available,Late Evening
3037,Airport,125.0,Trip Completed,2016-07-13 07:33:22,2016-07-13 08:27:04,7,Available,Early Morning
3419,Airport,125.0,Trip Completed,2016-07-13 15:42:30,2016-07-13 16:10:35,15,Available,Noon
3987,City,125.0,Trip Completed,2016-07-13 23:18:16,2016-07-13 23:57:04,23,Available,Night
4458,City,125.0,Trip Completed,2016-07-14 08:38:20,2016-07-14 09:44:43,8,Available,Early Morning
4987,Airport,125.0,Trip Completed,2016-07-14 18:46:09,2016-07-14 19:52:35,18,Available,Late Evening
5868,City,125.0,Trip Completed,2016-07-15 09:16:06,2016-07-15 10:34:41,9,Available,Early Morning
6413,Airport,125.0,Trip Completed,2016-07-15 19:40:26,2016-07-15 20:18:14,19,Available,Late Evening
6533,City,125.0,Trip Completed,2016-07-15 20:52:48,2016-07-15 21:25:25,20,Available,Late Evening
90,Airport,126.0,Trip Completed,2016-07-11 04:53:00,2016-07-11 04:53:00,4,Available,Dawn
532,City,126.0,Trip Completed,2016-07-11 09:53:00,2016-07-11 09:53:00,9,Available,Early Morning
1110,City,126.0,Trip Completed,2016-07-11 20:17:00,2016-07-11 20:17:00,20,Available,Late Evening
1759,Airport,126.0,Trip Completed,2016-07-12 08:46:00,2016-07-12 08:46:00,8,Available,Early Morning
2147,City,126.0,Trip Completed,2016-07-12 17:21:00,2016-07-12 17:21:00,17,Available,Late Evening
3254,Airport,126.0,Trip Completed,2016-07-13 10:11:48,2016-07-13 11:06:30,10,Available,Noon
3381,Airport,126.0,Trip Completed,2016-07-13 14:25:14,2016-07-13 15:15:11,14,Available,Noon
3656,City,126.0,Trip Completed,2016-07-13 19:11:20,2016-07-13 20:32:31,19,Available,Late Evening
3948,Airport,126.0,Trip Completed,2016-07-13 22:37:48,2016-07-13 23:13:03,22,Available,Night
4520,City,126.0,Trip Completed,2016-07-14 09:23:37,2016-07-14 10:19:52,9,Available,Early Morning
4723,Airport,126.0,Trip Completed,2016-07-14 13:50:06,2016-07-14 14:36:31,13,Available,Noon
5176,City,126.0,Trip Completed,2016-07-14 20:37:58,2016-07-14 21:38:02,20,Available,Late Evening
6338,City,126.0,Trip Completed,2016-07-15 18:46:41,2016-07-15 19:52:54,18,Available,Late Evening
6557,Airport,126.0,Trip Completed,2016-07-15 21:00:35,2016-07-15 21:40:52,21,Available,Late Evening
504,City,127.0,Trip Completed,2016-07-11 09:40:00,2016-07-11 09:40:00,9,Available,Early Morning
640,Airport,127.0,Trip Completed,2016-07-11 12:27:00,2016-07-11 12:27:00,12,Available,Noon
1206,City,127.0,Trip Completed,2016-07-11 21:24:00,2016-07-11 21:24:00,21,Available,Late Evening
1851,Airport,127.0,Trip Completed,2016-07-12 09:48:00,2016-07-12 09:48:00,9,Available,Early Morning
2412,Airport,127.0,Trip Completed,2016-07-12 19:59:00,2016-07-12 19:59:00,19,Available,Late Evening
3300,Airport,127.0,Trip Completed,2016-07-13 11:42:51,2016-07-13 12:50:23,11,Available,Noon
3648,City,127.0,Trip Completed,2016-07-13 19:13:25,2016-07-13 19:58:54,19,Available,Late Evening
6020,City,127.0,Trip Completed,2016-07-15 12:46:16,2016-07-15 13:25:19,12,Available,Noon
6682,City,127.0,Trip Completed,2016-07-15 22:35:23,2016-07-15 23:03:53,22,Available,Night
878,City,128.0,Trip Completed,2016-07-11 18:09:00,2016-07-11 18:09:00,18,Available,Late Evening
1014,Airport,128.0,Trip Completed,2016-07-11 19:14:00,2016-07-11 19:14:00,19,Available,Late Evening
1628,Airport,128.0,Trip Completed,2016-07-12 07:05:00,2016-07-12 07:05:00,7,Available,Early Morning
2416,City,128.0,Trip Completed,2016-07-12 20:06:00,2016-07-12 20:06:00,20,Available,Late Evening
2974,Airport,128.0,Trip Completed,2016-07-13 06:46:54,2016-07-13 08:04:32,6,Available,Early Morning
3273,Airport,128.0,Trip Completed,2016-07-13 10:38:37,2016-07-13 11:15:05,10,Available,Noon
4210,City,128.0,Trip Completed,2016-07-14 05:38:07,2016-07-14 06:44:04,5,Available,Early Morning
4454,City,128.0,Trip Completed,2016-07-14 08:32:04,2016-07-14 09:21:26,8,Available,Early Morning
4732,Airport,128.0,Trip Completed,2016-07-14 14:13:45,2016-07-14 15:12:03,14,Available,Noon
5024,City,128.0,Trip Completed,2016-07-14 19:09:39,2016-07-14 20:20:11,19,Available,Late Evening
5799,Airport,128.0,Trip Completed,2016-07-15 08:41:47,2016-07-15 09:11:50,8,Available,Early Morning
6676,Airport,128.0,Trip Completed,2016-07-15 22:25:17,2016-07-15 23:43:26,22,Available,Night
