market_date,market_start_time,market_end_time,market_start_datetime,market_end_datetime,market_date_transaction_time,transaction_time,product_id,vendor_id,customer_id,quantity,cost_to_customer_per_qty
2020-09-30,"4:00 PM","7:00 PM","2020-09-30 16:00:00","2020-09-30 19:00:00","2020-09-30 18:53:00",18:53:00,1,7,9,3.82,6.99
2020-09-30,"4:00 PM","7:00 PM","2020-09-30 16:00:00","2020-09-30 19:00:00","2020-09-30 18:32:00",18:32:00,1,7,14,0.10,6.99
2020-09-30,"4:00 PM","7:00 PM","2020-09-30 16:00:00","2020-09-30 19:00:00","2020-09-30 18:58:00",18:58:00,1,7,18,2.26,6.99
2020-09-30,"4:00 PM","7:00 PM","2020-09-30 16:00:00","2020-09-30 19:00:00","2020-09-30 17:04:00",17:04:00,1,7,26,3.97,6.99
2019-07-03,"4:00 PM","7:00 PM","2019-07-03 16:00:00","2019-07-03 19:00:00","2019-07-03 16:46:00",16:46:00,2,7,4,3.73,3.49
2019-07-03,"4:00 PM","7:00 PM","2019-07-03 16:00:00","2019-07-03 19:00:00","2019-07-03 16:42:00",16:42:00,2,7,9,4.85,3.49
2019-07-03,"4:00 PM","7:00 PM","2019-07-03 16:00:00","2019-07-03 19:00:00","2019-07-03 17:38:00",17:38:00,2,7,12,0.12,3.49
2019-07-03,"4:00 PM","7:00 PM","2019-07-03 16:00:00","2019-07-03 19:00:00","2019-07-03 17:48:00",17:48:00,2,7,16,3.46,3.49
2019-07-03,"4:00 PM","7:00 PM","2019-07-03 16:00:00","2019-07-03 19:00:00","2019-07-03 17:14:00",17:14:00,2,7,17,1.76,3.49
2019-07-03,"4:00 PM","7:00 PM","2019-07-03 16:00:00","2019-07-03 19:00:00","2019-07-03 17:38:00",17:38:00,2,7,17,4.74,3.49
2019-07-03,"4:00 PM","7:00 PM","2019-07-03 16:00:00","2019-07-03 19:00:00","2019-07-03 18:37:00",18:37:00,2,7,24,2.28,3.49
2019-07-06,"8:00 AM","2:00 PM","2019-07-06 08:00:00","2019-07-06 14:00:00","2019-07-06 12:20:00",12:20:00,2,7,3,2.28,3.49
2019-07-06,"8:00 AM","2:00 PM","2019-07-06 08:00:00","2019-07-06 14:00:00","2019-07-06 10:55:00",10:55:00,2,7,13,1.94,3.49
2019-07-06,"8:00 AM","2:00 PM","2019-07-06 08:00:00","2019-07-06 14:00:00","2019-07-06 13:19:00",13:19:00,2,7,14,1.00,3.49
2019-07-06,"8:00 AM","2:00 PM","2019-07-06 08:00:00","2019-07-06 14:00:00","2019-07-06 13:37:00",13:37:00,2,7,14,1.68,3.49
2019-07-06,"8:00 AM","2:00 PM","2019-07-06 08:00:00","2019-07-06 14:00:00","2019-07-06 12:51:00",12:51:00,2,7,20,3.10,3.49
2019-07-10,"4:00 PM","7:00 PM","2019-07-10 16:00:00","2019-07-10 19:00:00","2019-07-10 18:56:00",18:56:00,2,7,11,2.89,3.49
2019-07-10,"4:00 PM","7:00 PM","2019-07-10 16:00:00","2019-07-10 19:00:00","2019-07-10 17:13:00",17:13:00,2,7,21,3.59,3.49
2019-07-13,"8:00 AM","2:00 PM","2019-07-13 08:00:00","2019-07-13 14:00:00","2019-07-13 13:35:00",13:35:00,2,7,1,2.81,3.49
2019-07-13,"8:00 AM","2:00 PM","2019-07-13 08:00:00","2019-07-13 14:00:00","2019-07-13 08:58:00",08:58:00,2,7,2,6.27,3.00
2019-07-13,"8:00 AM","2:00 PM","2019-07-13 08:00:00","2019-07-13 14:00:00","2019-07-13 09:29:00",09:29:00,2,7,10,6.70,3.00
2019-07-13,"8:00 AM","2:00 PM","2019-07-13 08:00:00","2019-07-13 14:00:00","2019-07-13 12:42:00",12:42:00,2,7,24,1.64,3.49
2019-07-17,"4:00 PM","7:00 PM","2019-07-17 16:00:00","2019-07-17 19:00:00","2019-07-17 18:26:00",18:26:00,2,7,1,4.88,3.49
2019-07-17,"4:00 PM","7:00 PM","2019-07-17 16:00:00","2019-07-17 19:00:00","2019-07-17 17:45:00",17:45:00,2,7,4,1.55,3.49
2019-07-17,"4:00 PM","7:00 PM","2019-07-17 16:00:00","2019-07-17 19:00:00","2019-07-17 18:51:00",18:51:00,2,7,7,4.13,3.49
2019-07-17,"4:00 PM","7:00 PM","2019-07-17 16:00:00","2019-07-17 19:00:00","2019-07-17 16:44:00",16:44:00,2,7,9,0.11,3.49
2019-07-17,"4:00 PM","7:00 PM","2019-07-17 16:00:00","2019-07-17 19:00:00","2019-07-17 17:29:00",17:29:00,2,7,13,3.09,3.49
2019-07-17,"4:00 PM","7:00 PM","2019-07-17 16:00:00","2019-07-17 19:00:00","2019-07-17 18:31:00",18:31:00,2,7,22,2.56,3.49
2019-07-20,"8:00 AM","2:00 PM","2019-07-20 08:00:00","2019-07-20 14:00:00","2019-07-20 13:52:00",13:52:00,2,7,3,2.70,3.49
2019-07-20,"8:00 AM","2:00 PM","2019-07-20 08:00:00","2019-07-20 14:00:00","2019-07-20 13:11:00",13:11:00,2,7,8,3.69,3.49
2019-07-20,"8:00 AM","2:00 PM","2019-07-20 08:00:00","2019-07-20 14:00:00","2019-07-20 13:18:00",13:18:00,2,7,8,1.18,3.49
2019-07-20,"8:00 AM","2:00 PM","2019-07-20 08:00:00","2019-07-20 14:00:00","2019-07-20 08:17:00",08:17:00,2,7,9,1.20,3.49
2019-07-24,"4:00 PM","7:00 PM","2019-07-24 16:00:00","2019-07-24 19:00:00","2019-07-24 18:49:00",18:49:00,2,7,10,5.57,3.49
2019-07-24,"4:00 PM","7:00 PM","2019-07-24 16:00:00","2019-07-24 19:00:00","2019-07-24 17:29:00",17:29:00,2,7,18,2.46,3.49
2019-07-24,"4:00 PM","7:00 PM","2019-07-24 16:00:00","2019-07-24 19:00:00","2019-07-24 17:55:00",17:55:00,2,7,19,2.40,3.49
2019-07-24,"4:00 PM","7:00 PM","2019-07-24 16:00:00","2019-07-24 19:00:00","2019-07-24 16:38:00",16:38:00,2,7,26,6.78,3.49
2019-07-27,"8:00 AM","2:00 PM","2019-07-27 08:00:00","2019-07-27 14:00:00","2019-07-27 11:53:00",11:53:00,2,7,6,4.57,3.49
2019-07-27,"8:00 AM","2:00 PM","2019-07-27 08:00:00","2019-07-27 14:00:00","2019-07-27 09:31:00",09:31:00,2,7,13,2.37,3.49
2019-07-27,"8:00 AM","2:00 PM","2019-07-27 08:00:00","2019-07-27 14:00:00","2019-07-27 09:46:00",09:46:00,2,7,16,3.21,3.49
2019-07-27,"8:00 AM","2:00 PM","2019-07-27 08:00:00","2019-07-27 14:00:00","2019-07-27 10:08:00",10:08:00,2,7,16,3.57,3.49
2019-07-27,"8:00 AM","2:00 PM","2019-07-27 08:00:00","2019-07-27 14:00:00","2019-07-27 13:51:00",13:51:00,2,7,23,1.05,3.49
2019-07-27,"8:00 AM","2:00 PM","2019-07-27 08:00:00","2019-07-27 14:00:00","2019-07-27 13:58:00",13:58:00,2,7,23,3.79,3.49
2019-07-31,"4:00 PM","7:00 PM","2019-07-31 16:00:00","2019-07-31 19:00:00","2019-07-31 18:49:00",18:49:00,2,7,3,2.34,3.49
2019-07-31,"4:00 PM","7:00 PM","2019-07-31 16:00:00","2019-07-31 19:00:00","2019-07-31 17:04:00",17:04:00,2,7,7,1.43,3.49
2019-07-31,"4:00 PM","7:00 PM","2019-07-31 16:00:00","2019-07-31 19:00:00","2019-07-31 18:55:00",18:55:00,2,7,11,1.54,3.49
2019-07-31,"4:00 PM","7:00 PM","2019-07-31 16:00:00","2019-07-31 19:00:00","2019-07-31 16:28:00",16:28:00,2,7,17,5.53,3.49
2019-07-31,"4:00 PM","7:00 PM","2019-07-31 16:00:00","2019-07-31 19:00:00","2019-07-31 18:12:00",18:12:00,2,7,18,3.41,3.49
2019-08-03,"8:00 AM","2:00 PM","2019-08-03 08:00:00","2019-08-03 14:00:00","2019-08-03 11:00:00",11:00:00,2,7,2,4.04,3.49
2019-08-03,"8:00 AM","2:00 PM","2019-08-03 08:00:00","2019-08-03 14:00:00","2019-08-03 11:54:00",11:54:00,2,7,4,4.90,3.49
2019-08-03,"8:00 AM","2:00 PM","2019-08-03 08:00:00","2019-08-03 14:00:00","2019-08-03 09:01:00",09:01:00,2,7,5,2.39,3.49
2019-08-03,"8:00 AM","2:00 PM","2019-08-03 08:00:00","2019-08-03 14:00:00","2019-08-03 13:54:00",13:54:00,2,7,12,2.82,3.49
2019-08-03,"8:00 AM","2:00 PM","2019-08-03 08:00:00","2019-08-03 14:00:00","2019-08-03 13:58:00",13:58:00,2,7,12,3.30,3.49
2019-08-03,"8:00 AM","2:00 PM","2019-08-03 08:00:00","2019-08-03 14:00:00","2019-08-03 13:47:00",13:47:00,2,7,13,0.02,3.49
2019-08-03,"8:00 AM","2:00 PM","2019-08-03 08:00:00","2019-08-03 14:00:00","2019-08-03 09:48:00",09:48:00,2,7,14,2.44,3.49
2019-08-07,"4:00 PM","7:00 PM","2019-08-07 16:00:00","2019-08-07 19:00:00","2019-08-07 18:41:00",18:41:00,2,7,1,1.87,3.49
2019-08-07,"4:00 PM","7:00 PM","2019-08-07 16:00:00","2019-08-07 19:00:00","2019-08-07 18:09:00",18:09:00,2,7,3,2.93,3.49
2019-08-07,"4:00 PM","7:00 PM","2019-08-07 16:00:00","2019-08-07 19:00:00","2019-08-07 17:01:00",17:01:00,2,7,6,6.90,3.49
2019-08-07,"4:00 PM","7:00 PM","2019-08-07 16:00:00","2019-08-07 19:00:00","2019-08-07 17:14:00",17:14:00,2,7,6,0.98,3.49
2019-08-07,"4:00 PM","7:00 PM","2019-08-07 16:00:00","2019-08-07 19:00:00","2019-08-07 17:10:00",17:10:00,2,7,10,4.31,3.49
2019-08-07,"4:00 PM","7:00 PM","2019-08-07 16:00:00","2019-08-07 19:00:00","2019-08-07 18:01:00",18:01:00,2,7,19,3.79,3.49
2019-08-07,"4:00 PM","7:00 PM","2019-08-07 16:00:00","2019-08-07 19:00:00","2019-08-07 18:07:00",18:07:00,2,7,24,2.47,3.49
2019-08-10,"8:00 AM","2:00 PM","2019-08-10 08:00:00","2019-08-10 14:00:00","2019-08-10 09:06:00",09:06:00,2,7,5,3.09,3.49
2019-08-10,"8:00 AM","2:00 PM","2019-08-10 08:00:00","2019-08-10 14:00:00","2019-08-10 08:55:00",08:55:00,2,7,12,1.48,3.49
2019-08-10,"8:00 AM","2:00 PM","2019-08-10 08:00:00","2019-08-10 14:00:00","2019-08-10 08:57:00",08:57:00,2,7,16,1.85,3.49
2019-08-10,"8:00 AM","2:00 PM","2019-08-10 08:00:00","2019-08-10 14:00:00","2019-08-10 13:56:00",13:56:00,2,7,18,4.46,3.49
2019-08-10,"8:00 AM","2:00 PM","2019-08-10 08:00:00","2019-08-10 14:00:00","2019-08-10 09:04:00",09:04:00,2,7,22,5.25,3.49
2019-08-10,"8:00 AM","2:00 PM","2019-08-10 08:00:00","2019-08-10 14:00:00","2019-08-10 09:20:00",09:20:00,2,7,22,3.62,3.49
2019-08-10,"8:00 AM","2:00 PM","2019-08-10 08:00:00","2019-08-10 14:00:00","2019-08-10 13:30:00",13:30:00,2,7,23,2.53,3.49
2019-08-10,"8:00 AM","2:00 PM","2019-08-10 08:00:00","2019-08-10 14:00:00","2019-08-10 12:43:00",12:43:00,2,7,25,3.27,3.49
2019-08-14,"4:00 PM","7:00 PM","2019-08-14 16:00:00","2019-08-14 19:00:00","2019-08-14 17:03:00",17:03:00,2,7,1,4.37,3.49
2019-08-14,"4:00 PM","7:00 PM","2019-08-14 16:00:00","2019-08-14 19:00:00","2019-08-14 18:44:00",18:44:00,2,7,3,5.30,3.49
2019-08-14,"4:00 PM","7:00 PM","2019-08-14 16:00:00","2019-08-14 19:00:00","2019-08-14 18:05:00",18:05:00,2,7,4,0.80,3.49
2019-08-14,"4:00 PM","7:00 PM","2019-08-14 16:00:00","2019-08-14 19:00:00","2019-08-14 18:24:00",18:24:00,2,7,26,3.90,3.49
2019-08-14,"4:00 PM","7:00 PM","2019-08-14 16:00:00","2019-08-14 19:00:00","2019-08-14 18:33:00",18:33:00,2,7,26,2.44,3.49
2019-08-17,"8:00 AM","2:00 PM","2019-08-17 08:00:00","2019-08-17 14:00:00","2019-08-17 11:22:00",11:22:00,2,7,2,6.55,3.49
2019-08-17,"8:00 AM","2:00 PM","2019-08-17 08:00:00","2019-08-17 14:00:00","2019-08-17 11:39:00",11:39:00,2,7,5,1.65,3.49
2019-08-17,"8:00 AM","2:00 PM","2019-08-17 08:00:00","2019-08-17 14:00:00","2019-08-17 08:35:00",08:35:00,2,7,14,1.05,3.49
2019-08-17,"8:00 AM","2:00 PM","2019-08-17 08:00:00","2019-08-17 14:00:00","2019-08-17 13:17:00",13:17:00,2,7,26,3.02,3.49
2019-08-21,"4:00 PM","7:00 PM","2019-08-21 16:00:00","2019-08-21 19:00:00","2019-08-21 18:13:00",18:13:00,2,7,2,2.93,3.49
2019-08-21,"4:00 PM","7:00 PM","2019-08-21 16:00:00","2019-08-21 19:00:00","2019-08-21 18:37:00",18:37:00,2,7,6,0.72,3.49
2019-08-21,"4:00 PM","7:00 PM","2019-08-21 16:00:00","2019-08-21 19:00:00","2019-08-21 18:51:00",18:51:00,2,7,17,0.61,3.49
2019-08-21,"4:00 PM","7:00 PM","2019-08-21 16:00:00","2019-08-21 19:00:00","2019-08-21 16:20:00",16:20:00,2,7,18,4.56,3.49
2019-08-21,"4:00 PM","7:00 PM","2019-08-21 16:00:00","2019-08-21 19:00:00","2019-08-21 16:03:00",16:03:00,2,7,26,2.44,3.49
2019-08-24,"8:00 AM","2:00 PM","2019-08-24 08:00:00","2019-08-24 14:00:00","2019-08-24 09:37:00",09:37:00,2,7,14,2.86,3.49
2019-08-24,"8:00 AM","2:00 PM","2019-08-24 08:00:00","2019-08-24 14:00:00","2019-08-24 10:58:00",10:58:00,2,7,16,2.65,3.49
2019-08-28,"4:00 PM","7:00 PM","2019-08-28 16:00:00","2019-08-28 19:00:00","2019-08-28 18:46:00",18:46:00,2,7,2,0.39,3.49
2019-08-28,"4:00 PM","7:00 PM","2019-08-28 16:00:00","2019-08-28 19:00:00","2019-08-28 17:15:00",17:15:00,2,7,5,2.51,3.49
2019-08-28,"4:00 PM","7:00 PM","2019-08-28 16:00:00","2019-08-28 19:00:00","2019-08-28 17:38:00",17:38:00,2,7,5,5.24,3.49
2019-08-28,"4:00 PM","7:00 PM","2019-08-28 16:00:00","2019-08-28 19:00:00","2019-08-28 18:12:00",18:12:00,2,7,8,1.86,3.49
2019-08-28,"4:00 PM","7:00 PM","2019-08-28 16:00:00","2019-08-28 19:00:00","2019-08-28 18:30:00",18:30:00,2,7,8,7.33,3.49
2019-08-28,"4:00 PM","7:00 PM","2019-08-28 16:00:00","2019-08-28 19:00:00","2019-08-28 17:06:00",17:06:00,2,7,17,2.99,3.49
2019-08-28,"4:00 PM","7:00 PM","2019-08-28 16:00:00","2019-08-28 19:00:00","2019-08-28 18:28:00",18:28:00,2,7,22,2.99,3.49
2019-08-31,"8:00 AM","2:00 PM","2019-08-31 08:00:00","2019-08-31 14:00:00","2019-08-31 12:24:00",12:24:00,2,7,2,3.31,3.49
2019-08-31,"8:00 AM","2:00 PM","2019-08-31 08:00:00","2019-08-31 14:00:00","2019-08-31 11:36:00",11:36:00,2,7,3,0.92,3.49
2019-08-31,"8:00 AM","2:00 PM","2019-08-31 08:00:00","2019-08-31 14:00:00","2019-08-31 09:35:00",09:35:00,2,7,4,3.26,3.49
2019-08-31,"8:00 AM","2:00 PM","2019-08-31 08:00:00","2019-08-31 14:00:00","2019-08-31 10:06:00",10:06:00,2,7,4,4.59,3.49
2019-08-31,"8:00 AM","2:00 PM","2019-08-31 08:00:00","2019-08-31 14:00:00","2019-08-31 10:22:00",10:22:00,2,7,5,6.18,3.49
2019-08-31,"8:00 AM","2:00 PM","2019-08-31 08:00:00","2019-08-31 14:00:00","2019-08-31 11:38:00",11:38:00,2,7,6,4.30,3.49
2019-08-31,"8:00 AM","2:00 PM","2019-08-31 08:00:00","2019-08-31 14:00:00","2019-08-31 09:29:00",09:29:00,2,7,26,4.78,3.49
2019-09-04,"4:00 PM","7:00 PM","2019-09-04 16:00:00","2019-09-04 19:00:00","2019-09-04 18:53:00",18:53:00,2,7,7,3.00,3.49
2019-09-04,"4:00 PM","7:00 PM","2019-09-04 16:00:00","2019-09-04 19:00:00","2019-09-04 18:46:00",18:46:00,2,7,11,3.51,3.49
2019-09-04,"4:00 PM","7:00 PM","2019-09-04 16:00:00","2019-09-04 19:00:00","2019-09-04 17:30:00",17:30:00,2,7,14,4.21,3.49
2019-09-04,"4:00 PM","7:00 PM","2019-09-04 16:00:00","2019-09-04 19:00:00","2019-09-04 18:48:00",18:48:00,2,7,21,3.45,3.49
2019-09-04,"4:00 PM","7:00 PM","2019-09-04 16:00:00","2019-09-04 19:00:00","2019-09-04 18:54:00",18:54:00,2,7,26,2.10,3.49
2019-09-07,"8:00 AM","2:00 PM","2019-09-07 08:00:00","2019-09-07 14:00:00","2019-09-07 12:02:00",12:02:00,2,7,4,1.66,3.49
2019-09-07,"8:00 AM","2:00 PM","2019-09-07 08:00:00","2019-09-07 14:00:00","2019-09-07 12:38:00",12:38:00,2,7,6,1.48,3.49
2019-09-07,"8:00 AM","2:00 PM","2019-09-07 08:00:00","2019-09-07 14:00:00","2019-09-07 13:32:00",13:32:00,2,7,6,1.26,3.49
2019-09-07,"8:00 AM","2:00 PM","2019-09-07 08:00:00","2019-09-07 14:00:00","2019-09-07 11:43:00",11:43:00,2,7,23,3.85,3.49
2019-09-11,"4:00 PM","7:00 PM","2019-09-11 16:00:00","2019-09-11 19:00:00","2019-09-11 18:15:00",18:15:00,2,7,1,3.45,3.49
2019-09-11,"4:00 PM","7:00 PM","2019-09-11 16:00:00","2019-09-11 19:00:00","2019-09-11 18:53:00",18:53:00,2,7,6,1.62,3.49
2019-09-11,"4:00 PM","7:00 PM","2019-09-11 16:00:00","2019-09-11 19:00:00","2019-09-11 17:28:00",17:28:00,2,7,7,6.14,3.49
2019-09-11,"4:00 PM","7:00 PM","2019-09-11 16:00:00","2019-09-11 19:00:00","2019-09-11 17:24:00",17:24:00,2,7,10,0.99,3.49
2019-09-11,"4:00 PM","7:00 PM","2019-09-11 16:00:00","2019-09-11 19:00:00","2019-09-11 18:01:00",18:01:00,2,7,12,2.21,3.49
2019-09-11,"4:00 PM","7:00 PM","2019-09-11 16:00:00","2019-09-11 19:00:00","2019-09-11 18:30:00",18:30:00,2,7,12,1.92,3.49
2019-09-11,"4:00 PM","7:00 PM","2019-09-11 16:00:00","2019-09-11 19:00:00","2019-09-11 17:09:00",17:09:00,2,7,25,6.42,3.49
2019-09-14,"8:00 AM","2:00 PM","2019-09-14 08:00:00","2019-09-14 14:00:00","2019-09-14 09:06:00",09:06:00,2,7,5,1.33,3.49
2019-09-14,"8:00 AM","2:00 PM","2019-09-14 08:00:00","2019-09-14 14:00:00","2019-09-14 13:34:00",13:34:00,2,7,6,2.23,3.49
2019-09-14,"8:00 AM","2:00 PM","2019-09-14 08:00:00","2019-09-14 14:00:00","2019-09-14 12:58:00",12:58:00,2,7,14,2.08,3.49
2019-09-14,"8:00 AM","2:00 PM","2019-09-14 08:00:00","2019-09-14 14:00:00","2019-09-14 10:07:00",10:07:00,2,7,16,2.28,3.49
2019-09-14,"8:00 AM","2:00 PM","2019-09-14 08:00:00","2019-09-14 14:00:00","2019-09-14 10:20:00",10:20:00,2,7,19,2.69,3.49
2019-09-18,"4:00 PM","7:00 PM","2019-09-18 16:00:00","2019-09-18 19:00:00","2019-09-18 17:06:00",17:06:00,2,7,1,3.62,3.49
2019-09-18,"4:00 PM","7:00 PM","2019-09-18 16:00:00","2019-09-18 19:00:00","2019-09-18 18:34:00",18:34:00,2,7,12,6.33,3.49
2019-09-21,"8:00 AM","2:00 PM","2019-09-21 08:00:00","2019-09-21 14:00:00","2019-09-21 12:49:00",12:49:00,2,7,2,2.31,3.49
2019-09-21,"8:00 AM","2:00 PM","2019-09-21 08:00:00","2019-09-21 14:00:00","2019-09-21 10:18:00",10:18:00,2,7,4,0.45,3.49
2019-09-21,"8:00 AM","2:00 PM","2019-09-21 08:00:00","2019-09-21 14:00:00","2019-09-21 12:54:00",12:54:00,2,7,6,2.22,3.49
2019-09-21,"8:00 AM","2:00 PM","2019-09-21 08:00:00","2019-09-21 14:00:00","2019-09-21 13:31:00",13:31:00,2,7,8,2.18,3.49
2019-09-21,"8:00 AM","2:00 PM","2019-09-21 08:00:00","2019-09-21 14:00:00","2019-09-21 13:46:00",13:46:00,2,7,22,2.81,3.49
2019-09-25,"4:00 PM","7:00 PM","2019-09-25 16:00:00","2019-09-25 19:00:00","2019-09-25 18:31:00",18:31:00,2,7,3,0.36,3.49
2019-09-25,"4:00 PM","7:00 PM","2019-09-25 16:00:00","2019-09-25 19:00:00","2019-09-25 18:16:00",18:16:00,2,7,7,2.63,3.49
2019-09-25,"4:00 PM","7:00 PM","2019-09-25 16:00:00","2019-09-25 19:00:00","2019-09-25 16:08:00",16:08:00,2,7,8,1.01,3.49
2019-09-25,"4:00 PM","7:00 PM","2019-09-25 16:00:00","2019-09-25 19:00:00","2019-09-25 16:16:00",16:16:00,2,7,8,4.71,3.49
2019-09-25,"4:00 PM","7:00 PM","2019-09-25 16:00:00","2019-09-25 19:00:00","2019-09-25 17:31:00",17:31:00,2,7,15,2.28,3.49
2019-09-28,"8:00 AM","2:00 PM","2019-09-28 08:00:00","2019-09-28 14:00:00","2019-09-28 13:48:00",13:48:00,2,7,2,0.80,3.49
2019-09-28,"8:00 AM","2:00 PM","2019-09-28 08:00:00","2019-09-28 14:00:00","2019-09-28 09:53:00",09:53:00,2,7,6,5.07,3.49
2019-09-28,"8:00 AM","2:00 PM","2019-09-28 08:00:00","2019-09-28 14:00:00","2019-09-28 13:42:00",13:42:00,2,7,19,3.93,3.49
2019-09-28,"8:00 AM","2:00 PM","2019-09-28 08:00:00","2019-09-28 14:00:00","2019-09-28 10:09:00",10:09:00,2,7,21,4.16,3.49
2020-07-01,"4:00 PM","7:00 PM","2020-07-01 16:00:00","2020-07-01 19:00:00","2020-07-01 16:10:00",16:10:00,2,7,1,1.58,3.49
2020-07-01,"4:00 PM","7:00 PM","2020-07-01 16:00:00","2020-07-01 19:00:00","2020-07-01 18:52:00",18:52:00,2,7,2,3.94,3.49
2020-07-01,"4:00 PM","7:00 PM","2020-07-01 16:00:00","2020-07-01 19:00:00","2020-07-01 18:55:00",18:55:00,2,7,2,3.37,3.49
2020-07-01,"4:00 PM","7:00 PM","2020-07-01 16:00:00","2020-07-01 19:00:00","2020-07-01 18:11:00",18:11:00,2,7,10,5.38,3.49
2020-07-01,"4:00 PM","7:00 PM","2020-07-01 16:00:00","2020-07-01 19:00:00","2020-07-01 18:37:00",18:37:00,2,7,10,2.86,3.49
2020-07-01,"4:00 PM","7:00 PM","2020-07-01 16:00:00","2020-07-01 19:00:00","2020-07-01 18:18:00",18:18:00,2,7,14,4.11,3.49
2020-07-01,"4:00 PM","7:00 PM","2020-07-01 16:00:00","2020-07-01 19:00:00","2020-07-01 18:41:00",18:41:00,2,7,22,2.75,3.49
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 12:25:00",12:25:00,2,7,2,5.60,3.00
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 12:08:00",12:08:00,2,7,5,4.61,3.49
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 10:01:00",10:01:00,2,7,6,5.18,3.00
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 10:59:00",10:59:00,2,7,6,3.47,3.49
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 09:28:00",09:28:00,2,7,9,1.89,3.49
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 10:01:00",10:01:00,2,7,9,0.59,3.49
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 12:15:00",12:15:00,2,7,11,3.28,3.49
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 12:46:00",12:46:00,2,7,15,3.31,3.49
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 13:12:00",13:12:00,2,7,15,1.58,3.49
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 13:47:00",13:47:00,2,7,19,1.82,3.49
2020-07-08,"4:00 PM","7:00 PM","2020-07-08 16:00:00","2020-07-08 19:00:00","2020-07-08 18:56:00",18:56:00,2,7,1,1.98,3.49
2020-07-08,"4:00 PM","7:00 PM","2020-07-08 16:00:00","2020-07-08 19:00:00","2020-07-08 18:32:00",18:32:00,2,7,4,2.28,3.49
2020-07-08,"4:00 PM","7:00 PM","2020-07-08 16:00:00","2020-07-08 19:00:00","2020-07-08 18:43:00",18:43:00,2,7,8,5.13,3.49
2020-07-08,"4:00 PM","7:00 PM","2020-07-08 16:00:00","2020-07-08 19:00:00","2020-07-08 17:07:00",17:07:00,2,7,12,4.40,3.49
2020-07-08,"4:00 PM","7:00 PM","2020-07-08 16:00:00","2020-07-08 19:00:00","2020-07-08 17:37:00",17:37:00,2,7,20,3.30,3.49
2020-07-08,"4:00 PM","7:00 PM","2020-07-08 16:00:00","2020-07-08 19:00:00","2020-07-08 17:42:00",17:42:00,2,7,23,2.93,3.49
2020-07-11,"8:00 AM","2:00 PM","2020-07-11 08:00:00","2020-07-11 14:00:00","2020-07-11 10:08:00",10:08:00,2,7,4,1.53,3.49
2020-07-11,"8:00 AM","2:00 PM","2020-07-11 08:00:00","2020-07-11 14:00:00","2020-07-11 11:54:00",11:54:00,2,7,13,1.89,3.49
2020-07-11,"8:00 AM","2:00 PM","2020-07-11 08:00:00","2020-07-11 14:00:00","2020-07-11 13:28:00",13:28:00,2,7,18,5.09,3.49
2020-07-11,"8:00 AM","2:00 PM","2020-07-11 08:00:00","2020-07-11 14:00:00","2020-07-11 13:54:00",13:54:00,2,7,18,3.13,3.49
2020-07-11,"8:00 AM","2:00 PM","2020-07-11 08:00:00","2020-07-11 14:00:00","2020-07-11 11:34:00",11:34:00,2,7,24,3.50,3.49
2020-07-15,"4:00 PM","7:00 PM","2020-07-15 16:00:00","2020-07-15 19:00:00","2020-07-15 18:38:00",18:38:00,2,7,1,2.45,3.49
2020-07-15,"4:00 PM","7:00 PM","2020-07-15 16:00:00","2020-07-15 19:00:00","2020-07-15 18:16:00",18:16:00,2,7,2,3.05,3.49
2020-07-15,"4:00 PM","7:00 PM","2020-07-15 16:00:00","2020-07-15 19:00:00","2020-07-15 18:40:00",18:40:00,2,7,2,1.32,3.49
2020-07-15,"4:00 PM","7:00 PM","2020-07-15 16:00:00","2020-07-15 19:00:00","2020-07-15 18:47:00",18:47:00,2,7,3,2.85,3.49
2020-07-15,"4:00 PM","7:00 PM","2020-07-15 16:00:00","2020-07-15 19:00:00","2020-07-15 18:56:00",18:56:00,2,7,6,2.56,3.49
2020-07-15,"4:00 PM","7:00 PM","2020-07-15 16:00:00","2020-07-15 19:00:00","2020-07-15 16:50:00",16:50:00,2,7,12,1.81,3.49
2020-07-15,"4:00 PM","7:00 PM","2020-07-15 16:00:00","2020-07-15 19:00:00","2020-07-15 17:36:00",17:36:00,2,7,12,2.61,3.49
